TRACK,LABEL,METHOD,CURVE
1,feature.Area.og1.CWHvm_DR_HW_M,,0
1,feature.Area.og1.total,,0
1,feature.Area.og2.CWHvm_DR_HW_M,,1
1,feature.Area.og2.total,,1
1,feature.Area.unmanaged,,2
1,feature.Height.unmanaged.CWHvm_DR_HW_M,,3
1,feature.QMD.unmanaged.CWHvm_DR_HW_M,,4
1,feature.Seral.CWHvm_DR_HW_M.immature,,5
1,feature.Seral.CWHvm_DR_HW_M.mature,,6
1,feature.Seral.CWHvm_DR_HW_M.overmature,,7
1,feature.Seral.CWHvm_DR_HW_M.regenerating,,8
1,feature.Seral.CWHvm_DR_HW_M.young,,9
1,feature.Seral.immature,,5
1,feature.Seral.mature,,6
1,feature.Seral.overmature,,7
1,feature.Seral.regenerating,,8
1,feature.Seral.young,,9
1,feature.SpeciesProp.unmanaged.CW,,10
1,feature.SpeciesProp.unmanaged.FDC,,11
1,feature.SpeciesProp.unmanaged.HW,,12
1,feature.Yield.unmanaged.CW,,13
1,feature.Yield.unmanaged.FDC,,14
1,feature.Yield.unmanaged.HW,,15
1,feature.Yield.unmanaged.Total,,16
2,feature.Area.managed,,2
2,feature.Area.og1.CWHvm_DR_HW_M,,0
2,feature.Area.og1.total,,0
2,feature.Area.og2.CWHvm_DR_HW_M,,1
2,feature.Area.og2.total,,1
2,feature.Height.managed.CWHvm_DR_HW_M,,17
2,feature.QMD.managed.CWHvm_DR_HW_M,,4
2,feature.Seral.CWHvm_DR_HW_M.immature,,5
2,feature.Seral.CWHvm_DR_HW_M.mature,,6
2,feature.Seral.CWHvm_DR_HW_M.overmature,,7
2,feature.Seral.CWHvm_DR_HW_M.regenerating,,8
2,feature.Seral.CWHvm_DR_HW_M.young,,9
2,feature.Seral.immature,,5
2,feature.Seral.mature,,6
2,feature.Seral.overmature,,7
2,feature.Seral.regenerating,,8
2,feature.Seral.young,,9
2,feature.SpeciesProp.managed.CW,,18
2,feature.SpeciesProp.managed.FDC,,11
2,feature.SpeciesProp.managed.HW,,19
2,feature.Yield.managed.CW,,20
2,feature.Yield.managed.FDC,,21
2,feature.Yield.managed.HW,,22
2,feature.Yield.managed.Total,,23
3,feature.Area.og1.CWHvm_FDC_HW_H,,36
3,feature.Area.og1.total,,36
3,feature.Area.og2.CWHvm_FDC_HW_H,,1
3,feature.Area.og2.total,,1
3,feature.Area.unmanaged,,2
3,feature.Height.unmanaged.CWHvm_FDC_HW_H,,37
3,feature.QMD.unmanaged.CWHvm_FDC_HW_H,,4
3,feature.Seral.CWHvm_FDC_HW_H.immature,,38
3,feature.Seral.CWHvm_FDC_HW_H.mature,,39
3,feature.Seral.CWHvm_FDC_HW_H.overmature,,40
3,feature.Seral.CWHvm_FDC_HW_H.regenerating,,8
3,feature.Seral.CWHvm_FDC_HW_H.young,,9
3,feature.Seral.immature,,38
3,feature.Seral.mature,,39
3,feature.Seral.overmature,,40
3,feature.Seral.regenerating,,8
3,feature.Seral.young,,9
3,feature.SpeciesProp.unmanaged.CW,,41
3,feature.SpeciesProp.unmanaged.FDC,,42
3,feature.SpeciesProp.unmanaged.HW,,43
3,feature.Yield.unmanaged.CW,,44
3,feature.Yield.unmanaged.FDC,,45
3,feature.Yield.unmanaged.HW,,46
3,feature.Yield.unmanaged.Total,,47
4,feature.Area.managed,,2
4,feature.Area.og1.CWHvm_FDC_HW_H,,36
4,feature.Area.og1.total,,36
4,feature.Area.og2.CWHvm_FDC_HW_H,,1
4,feature.Area.og2.total,,1
4,feature.Height.managed.CWHvm_FDC_HW_H,,48
4,feature.QMD.managed.CWHvm_FDC_HW_H,,4
4,feature.Seral.CWHvm_FDC_HW_H.immature,,38
4,feature.Seral.CWHvm_FDC_HW_H.mature,,39
4,feature.Seral.CWHvm_FDC_HW_H.overmature,,40
4,feature.Seral.CWHvm_FDC_HW_H.regenerating,,8
4,feature.Seral.CWHvm_FDC_HW_H.young,,9
4,feature.Seral.immature,,38
4,feature.Seral.mature,,39
4,feature.Seral.overmature,,40
4,feature.Seral.regenerating,,8
4,feature.Seral.young,,9
4,feature.SpeciesProp.managed.CW,,41
4,feature.SpeciesProp.managed.FDC,,42
4,feature.SpeciesProp.managed.HW,,43
4,feature.Yield.managed.CW,,49
4,feature.Yield.managed.FDC,,50
4,feature.Yield.managed.HW,,51
4,feature.Yield.managed.Total,,52
5,feature.Area.managed,,2
5,feature.Area.og1.CWHvm_FDC_HW_H,,36
5,feature.Area.og1.total,,36
5,feature.Area.og2.CWHvm_FDC_HW_H,,1
5,feature.Area.og2.total,,1
5,feature.Height.managed.CWHvm_FDC_HW_H,,48
5,feature.QMD.managed.CWHvm_FDC_HW_H,,4
5,feature.SpeciesProp.managed.CW,,67
5,feature.SpeciesProp.managed.FDC,,68
5,feature.Yield.managed.CW,,69
5,feature.Yield.managed.FDC,,70
5,feature.Yield.managed.Total,,52
6,feature.Area.managed,,2
6,feature.Area.og1.CWHvm_FDC_HW_H,,36
6,feature.Area.og1.total,,36
6,feature.Area.og2.CWHvm_FDC_HW_H,,1
6,feature.Area.og2.total,,1
6,feature.Height.managed.CWHvm_FDC_HW_H,,48
6,feature.QMD.managed.CWHvm_FDC_HW_H,,4
6,feature.SpeciesProp.managed.CW,,67
6,feature.SpeciesProp.managed.FDC,,68
6,feature.Yield.managed.CW,,82
6,feature.Yield.managed.FDC,,83
6,feature.Yield.managed.Total,,84
7,feature.Area.managed,,2
7,feature.Area.og1.CWHvm_FDC_HW_H,,36
7,feature.Area.og1.total,,36
7,feature.Area.og2.CWHvm_FDC_HW_H,,1
7,feature.Area.og2.total,,1
7,feature.Height.managed.CWHvm_FDC_HW_H,,48
7,feature.QMD.managed.CWHvm_FDC_HW_H,,4
7,feature.SpeciesProp.managed.CW,,67
7,feature.SpeciesProp.managed.FDC,,68
7,feature.Yield.managed.CW,,89
7,feature.Yield.managed.FDC,,90
7,feature.Yield.managed.Total,,91
8,feature.Area.managed,,2
8,feature.Area.og1.CWHvm_FDC_HW_H,,36
8,feature.Area.og1.total,,36
8,feature.Area.og2.CWHvm_FDC_HW_H,,1
8,feature.Area.og2.total,,1
8,feature.Height.managed.CWHvm_FDC_HW_H,,48
8,feature.QMD.managed.CWHvm_FDC_HW_H,,4
8,feature.SpeciesProp.managed.CW,,67
8,feature.SpeciesProp.managed.FDC,,68
8,feature.Yield.managed.CW,,96
8,feature.Yield.managed.FDC,,97
8,feature.Yield.managed.Total,,98
9,feature.Area.managed,,2
9,feature.Area.og1.CWHvm_FDC_HW_H,,36
9,feature.Area.og1.total,,36
9,feature.Area.og2.CWHvm_FDC_HW_H,,1
9,feature.Area.og2.total,,1
9,feature.Height.managed.CWHvm_FDC_HW_H,,48
9,feature.QMD.managed.CWHvm_FDC_HW_H,,4
9,feature.SpeciesProp.managed.CW,,67
9,feature.SpeciesProp.managed.FDC,,68
9,feature.Yield.managed.CW,,103
9,feature.Yield.managed.FDC,,104
9,feature.Yield.managed.Total,,105
10,feature.Area.og1.CWHvm_HW_CW_M,,109
10,feature.Area.og1.total,,109
10,feature.Area.og2.CWHvm_HW_CW_M,,1
10,feature.Area.og2.total,,1
10,feature.Area.unmanaged,,2
10,feature.Height.unmanaged.CWHvm_HW_CW_M,,3
10,feature.QMD.unmanaged.CWHvm_HW_CW_M,,4
10,feature.Seral.CWHvm_HW_CW_M.immature,,110
10,feature.Seral.CWHvm_HW_CW_M.mature,,111
10,feature.Seral.CWHvm_HW_CW_M.overmature,,112
10,feature.Seral.CWHvm_HW_CW_M.regenerating,,8
10,feature.Seral.CWHvm_HW_CW_M.young,,9
10,feature.Seral.immature,,110
10,feature.Seral.mature,,111
10,feature.Seral.overmature,,112
10,feature.Seral.regenerating,,8
10,feature.Seral.young,,9
10,feature.SpeciesProp.unmanaged.CW,,12
10,feature.SpeciesProp.unmanaged.FDC,,10
10,feature.SpeciesProp.unmanaged.HW,,113
10,feature.Yield.unmanaged.CW,,114
10,feature.Yield.unmanaged.FDC,,115
10,feature.Yield.unmanaged.HW,,116
10,feature.Yield.unmanaged.Total,,117
11,feature.Area.managed,,2
11,feature.Area.og1.CWHvm_HW_CW_M,,109
11,feature.Area.og1.total,,109
11,feature.Area.og2.CWHvm_HW_CW_M,,1
11,feature.Area.og2.total,,1
11,feature.Height.managed.CWHvm_HW_CW_M,,17
11,feature.QMD.managed.CWHvm_HW_CW_M,,4
11,feature.Seral.CWHvm_HW_CW_M.immature,,110
11,feature.Seral.CWHvm_HW_CW_M.mature,,111
11,feature.Seral.CWHvm_HW_CW_M.overmature,,112
11,feature.Seral.CWHvm_HW_CW_M.regenerating,,8
