TRACK,LABEL,METHOD,CURVE
1,feature.Area.og1.CWHvm_DR_HW_M,,0
1,feature.Area.og1.total,,0
1,feature.Area.og2.CWHvm_DR_HW_M,,1
1,feature.Area.og2.total,,1
1,feature.Area.unmanaged,,2
1,feature.Height.unmanaged.CWHvm_DR_HW_M,,3
1,feature.QMD.unmanaged.CWHvm_DR_HW_M,,4
1,feature.Seral.CWHvm_DR_HW_M.immature,,5
1,feature.Seral.CWHvm_DR_HW_M.mature,,6
1,feature.Seral.CWHvm_DR_HW_M.overmature,,7
1,feature.Seral.CWHvm_DR_HW_M.regenerating,,8
1,feature.Seral.CWHvm_DR_HW_M.young,,9
1,feature.Seral.immature,,5
1,feature.Seral.mature,,6
1,feature.Seral.overmature,,7
1,feature.Seral.regenerating,,8
1,feature.Seral.young,,9
1,feature.SpeciesProp.unmanaged.CW,,10
1,feature.SpeciesProp.unmanaged.FDC,,11
1,feature.SpeciesProp.unmanaged.HW,,12
1,feature.StemsPerHa.unmanaged.CWHvm_DR_HW_M,,13
1,feature.Yield.unmanaged.CW,,14
1,feature.Yield.unmanaged.FDC,,15
1,feature.Yield.unmanaged.HW,,16
1,feature.Yield.unmanaged.Total,,17
2,feature.Area.managed,,18
2,feature.Area.og1.CWHvm_DR_HW_M,,19
2,feature.Area.og1.total,,19
2,feature.Area.og2.CWHvm_DR_HW_M,,20
2,feature.Area.og2.total,,20
2,feature.Height.managed.CWHvm_DR_HW_M,,21
2,feature.QMD.managed.CWHvm_DR_HW_M,,22
2,feature.Seral.CWHvm_DR_HW_M.immature,,23
2,feature.Seral.CWHvm_DR_HW_M.mature,,24
2,feature.Seral.CWHvm_DR_HW_M.overmature,,25
2,feature.Seral.CWHvm_DR_HW_M.regenerating,,26
2,feature.Seral.CWHvm_DR_HW_M.young,,27
2,feature.Seral.immature,,23
2,feature.Seral.mature,,24
2,feature.Seral.overmature,,25
2,feature.Seral.regenerating,,26
2,feature.Seral.young,,27
2,feature.SpeciesProp.managed.CW,,28
2,feature.SpeciesProp.managed.FDC,,29
2,feature.SpeciesProp.managed.HW,,30
2,feature.StemsPerHa.managed.CWHvm_DR_HW_M,,31
2,feature.Yield.managed.CW,,32
2,feature.Yield.managed.FDC,,33
2,feature.Yield.managed.HW,,34
2,feature.Yield.managed.Total,,35
3,feature.Area.og1.CWHvm_FDC_HW_H,,55
3,feature.Area.og1.total,,55
3,feature.Area.og2.CWHvm_FDC_HW_H,,20
3,feature.Area.og2.total,,20
3,feature.Area.unmanaged,,18
3,feature.Height.unmanaged.CWHvm_FDC_HW_H,,56
3,feature.QMD.unmanaged.CWHvm_FDC_HW_H,,57
3,feature.Seral.CWHvm_FDC_HW_H.immature,,58
3,feature.Seral.CWHvm_FDC_HW_H.mature,,59
3,feature.Seral.CWHvm_FDC_HW_H.overmature,,60
3,feature.Seral.CWHvm_FDC_HW_H.regenerating,,26
3,feature.Seral.CWHvm_FDC_HW_H.young,,27
3,feature.Seral.immature,,58
3,feature.Seral.mature,,59
3,feature.Seral.overmature,,60
3,feature.Seral.regenerating,,26
3,feature.Seral.young,,27
3,feature.SpeciesProp.unmanaged.CW,,61
3,feature.SpeciesProp.unmanaged.FDC,,62
3,feature.SpeciesProp.unmanaged.HW,,63
3,feature.StemsPerHa.unmanaged.CWHvm_FDC_HW_H,,64
3,feature.Yield.unmanaged.CW,,65
3,feature.Yield.unmanaged.FDC,,66
3,feature.Yield.unmanaged.HW,,67
3,feature.Yield.unmanaged.Total,,68
4,feature.Area.managed,,18
4,feature.Area.og1.CWHvm_FDC_HW_H,,55
4,feature.Area.og1.total,,55
4,feature.Area.og2.CWHvm_FDC_HW_H,,20
4,feature.Area.og2.total,,20
4,feature.Height.managed.CWHvm_FDC_HW_H,,69
4,feature.QMD.managed.CWHvm_FDC_HW_H,,70
4,feature.Seral.CWHvm_FDC_HW_H.immature,,58
4,feature.Seral.CWHvm_FDC_HW_H.mature,,59
4,feature.Seral.CWHvm_FDC_HW_H.overmature,,60
4,feature.Seral.CWHvm_FDC_HW_H.regenerating,,26
4,feature.Seral.CWHvm_FDC_HW_H.young,,27
4,feature.Seral.immature,,58
4,feature.Seral.mature,,59
4,feature.Seral.overmature,,60
4,feature.Seral.regenerating,,26
4,feature.Seral.young,,27
4,feature.SpeciesProp.managed.CW,,61
4,feature.SpeciesProp.managed.FDC,,62
4,feature.SpeciesProp.managed.HW,,63
4,feature.StemsPerHa.managed.CWHvm_FDC_HW_H,,71
4,feature.Yield.managed.CW,,72
4,feature.Yield.managed.FDC,,73
4,feature.Yield.managed.HW,,74
4,feature.Yield.managed.Total,,75
5,feature.Area.og1.CWHvm_HW_CW_M,,95
5,feature.Area.og1.total,,95
5,feature.Area.og2.CWHvm_HW_CW_M,,20
5,feature.Area.og2.total,,20
5,feature.Area.unmanaged,,18
5,feature.Height.unmanaged.CWHvm_HW_CW_M,,96
5,feature.QMD.unmanaged.CWHvm_HW_CW_M,,97
5,feature.Seral.CWHvm_HW_CW_M.immature,,98
5,feature.Seral.CWHvm_HW_CW_M.mature,,99
5,feature.Seral.CWHvm_HW_CW_M.overmature,,25
5,feature.Seral.CWHvm_HW_CW_M.regenerating,,26
5,feature.Seral.CWHvm_HW_CW_M.young,,27
5,feature.Seral.immature,,98
5,feature.Seral.mature,,99
5,feature.Seral.overmature,,25
5,feature.Seral.regenerating,,26
5,feature.Seral.young,,27
5,feature.SpeciesProp.unmanaged.CW,,12
5,feature.SpeciesProp.unmanaged.FDC,,10
5,feature.SpeciesProp.unmanaged.HW,,100
5,feature.StemsPerHa.unmanaged.CWHvm_HW_CW_M,,101
5,feature.Yield.unmanaged.CW,,102
5,feature.Yield.unmanaged.FDC,,103
5,feature.Yield.unmanaged.HW,,104
5,feature.Yield.unmanaged.Total,,105
6,feature.Area.managed,,18
6,feature.Area.og1.CWHvm_HW_CW_M,,95
6,feature.Area.og1.total,,95
6,feature.Area.og2.CWHvm_HW_CW_M,,20
6,feature.Area.og2.total,,20
6,feature.Height.managed.CWHvm_HW_CW_M,,106
6,feature.QMD.managed.CWHvm_HW_CW_M,,107
6,feature.Seral.CWHvm_HW_CW_M.immature,,98
6,feature.Seral.CWHvm_HW_CW_M.mature,,99
6,feature.Seral.CWHvm_HW_CW_M.overmature,,25
6,feature.Seral.CWHvm_HW_CW_M.regenerating,,26
6,feature.Seral.CWHvm_HW_CW_M.young,,27
6,feature.Seral.immature,,98
6,feature.Seral.mature,,99
6,feature.Seral.overmature,,25
6,feature.Seral.regenerating,,26
6,feature.Seral.young,,27
6,feature.SpeciesProp.managed.CW,,12
6,feature.SpeciesProp.managed.FDC,,10
6,feature.SpeciesProp.managed.HW,,100
6,feature.StemsPerHa.managed.CWHvm_HW_CW_M,,71
6,feature.Yield.managed.CW,,108
6,feature.Yield.managed.FDC,,109
6,feature.Yield.managed.HW,,110
6,feature.Yield.managed.Total,,111
7,feature.Area.og1.CWHvm_HW_FDC_H,,131
7,feature.Area.og1.total,,131
7,feature.Area.og2.CWHvm_HW_FDC_H,,20
7,feature.Area.og2.total,,20
7,feature.Area.unmanaged,,18
7,feature.Height.unmanaged.CWHvm_HW_FDC_H,,132
7,feature.QMD.unmanaged.CWHvm_HW_FDC_H,,133
7,feature.Seral.CWHvm_HW_FDC_H.immature,,23
7,feature.Seral.CWHvm_HW_FDC_H.mature,,24
7,feature.Seral.CWHvm_HW_FDC_H.overmature,,25
7,feature.Seral.CWHvm_HW_FDC_H.regenerating,,26
7,feature.Seral.CWHvm_HW_FDC_H.young,,27
7,feature.Seral.immature,,23
7,feature.Seral.mature,,24
7,feature.Seral.overmature,,25
7,feature.Seral.regenerating,,26
7,feature.Seral.young,,27
7,feature.SpeciesProp.unmanaged.CW,,12
7,feature.SpeciesProp.unmanaged.FDC,,10
7,feature.SpeciesProp.unmanaged.HW,,29
7,feature.StemsPerHa.unmanaged.CWHvm_HW_FDC_H,,134
7,feature.Yield.unmanaged.CW,,135
7,feature.Yield.unmanaged.FDC,,136
7,feature.Yield.unmanaged.HW,,137
7,feature.Yield.unmanaged.Total,,138
8,feature.Area.managed,,18
8,feature.Area.og1.CWHvm_HW_FDC_H,,131
8,feature.Area.og1.total,,131
8,feature.Area.og2.CWHvm_HW_FDC_H,,20
8,feature.Area.og2.total,,20
8,feature.Height.managed.CWHvm_HW_FDC_H,,139
8,feature.QMD.managed.CWHvm_HW_FDC_H,,140
8,feature.Seral.CWHvm_HW_FDC_H.immature,,23
8,feature.Seral.CWHvm_HW_FDC_H.mature,,24
8,feature.Seral.CWHvm_HW_FDC_H.overmature,,25
