TRACK,LABEL,METHOD,CURVE
1,feature.Area.og1.985502004,,0
1,feature.Area.og1.total,,0
1,feature.Area.og2.985502004,,1
1,feature.Area.og2.total,,1
1,feature.Area.unmanaged,,2
1,feature.Seral.985502004.immature,,3
1,feature.Seral.985502004.mature,,4
1,feature.Seral.985502004.overmature,,5
1,feature.Seral.985502004.regenerating,,6
1,feature.Seral.985502004.young,,7
1,feature.Seral.immature,,3
1,feature.Seral.mature,,4
1,feature.Seral.overmature,,5
1,feature.Seral.regenerating,,6
1,feature.Seral.young,,7
1,feature.SpeciesProp.unmanaged.CW,,8
1,feature.SpeciesProp.unmanaged.FDC,,9
1,feature.SpeciesProp.unmanaged.HW,,10
1,feature.Yield.unmanaged.CW,,11
1,feature.Yield.unmanaged.FDC,,12
1,feature.Yield.unmanaged.HW,,13
1,feature.Yield.unmanaged.Total,,14
2,feature.Area.managed,,2
2,feature.Area.og1.985502004,,0
2,feature.Area.og1.total,,0
2,feature.Area.og2.985502004,,1
2,feature.Area.og2.total,,1
2,feature.Seral.985502004.immature,,3
2,feature.Seral.985502004.mature,,4
2,feature.Seral.985502004.overmature,,5
2,feature.Seral.985502004.regenerating,,6
2,feature.Seral.985502004.young,,7
2,feature.Seral.immature,,3
2,feature.Seral.mature,,4
2,feature.Seral.overmature,,5
2,feature.Seral.regenerating,,6
2,feature.Seral.young,,7
2,feature.SpeciesProp.managed.CW,,8
2,feature.SpeciesProp.managed.FDC,,9
2,feature.SpeciesProp.managed.HW,,10
2,feature.Yield.managed.CW,,15
2,feature.Yield.managed.FDC,,16
2,feature.Yield.managed.HW,,17
2,feature.Yield.managed.Total,,18
3,feature.Area.og1.985503001,,31
3,feature.Area.og1.total,,31
3,feature.Area.og2.985503001,,1
3,feature.Area.og2.total,,1
3,feature.Area.unmanaged,,2
3,feature.Seral.985503001.immature,,32
3,feature.Seral.985503001.mature,,33
3,feature.Seral.985503001.overmature,,34
3,feature.Seral.985503001.regenerating,,6
3,feature.Seral.985503001.young,,7
3,feature.Seral.immature,,32
3,feature.Seral.mature,,33
3,feature.Seral.overmature,,34
3,feature.Seral.regenerating,,6
3,feature.Seral.young,,7
3,feature.SpeciesProp.unmanaged.CW,,35
3,feature.SpeciesProp.unmanaged.FDC,,36
3,feature.SpeciesProp.unmanaged.HW,,37
3,feature.Yield.unmanaged.CW,,38
3,feature.Yield.unmanaged.FDC,,39
3,feature.Yield.unmanaged.HW,,40
3,feature.Yield.unmanaged.Total,,41
4,feature.Area.managed,,42
4,feature.Area.og1.985503001,,43
4,feature.Area.og1.total,,43
4,feature.Area.og2.985503001,,44
4,feature.Area.og2.total,,44
4,feature.Seral.985503001.immature,,45
4,feature.Seral.985503001.mature,,46
4,feature.Seral.985503001.overmature,,47
4,feature.Seral.985503001.regenerating,,48
4,feature.Seral.985503001.young,,49
4,feature.Seral.immature,,45
4,feature.Seral.mature,,46
4,feature.Seral.overmature,,47
4,feature.Seral.regenerating,,48
4,feature.Seral.young,,49
4,feature.SpeciesProp.managed.CW,,35
4,feature.SpeciesProp.managed.FDC,,36
4,feature.SpeciesProp.managed.HW,,50
4,feature.Yield.managed.CW,,51
4,feature.Yield.managed.FDC,,52
4,feature.Yield.managed.HW,,53
4,feature.Yield.managed.Total,,54
5,feature.Area.og1.985502003,,67
5,feature.Area.og1.total,,67
5,feature.Area.og2.985502003,,1
5,feature.Area.og2.total,,1
5,feature.Area.unmanaged,,2
5,feature.Seral.985502003.immature,,68
5,feature.Seral.985502003.mature,,69
5,feature.Seral.985502003.overmature,,70
5,feature.Seral.985502003.regenerating,,6
5,feature.Seral.985502003.young,,7
